raceKey	fips	candidateID	winner	voteCount	precinctsReportingPct	eevp	numRunoff
SGA	13275	21798		0	0	1	
SGA	13275	19900		0	0	1	
SGA	13277	21798		0	0	1	
SGA	13277	19900		0	0	1	
SGA	13279	21798		0	0	1	
SGA	13279	19900		0	0	1	
SGA	13281	21798		0	0	1	
SGA	13281	19900		0	0	1	
SGA	13283	21798		0	0	1	
SGA	13283	19900		0	0	1	
SGA	13285	21798		0	0	1	
SGA	13285	19900		0	0	1	
SGA	13287	21798		0	0	1	
SGA	13287	19900		0	0	1	
SGA	13289	21798		0	0	1	
SGA	13289	19900		0	0	1	
SGA	13291	21798		0	0	1	
SGA	13291	19900		0	0	1	
SGA	13293	21798		0	0	1	
SGA	13293	19900		0	0	1	
SGA	13295	21798		0	0	1	
SGA	13295	19900		0	0	1	
SGA	13297	21798		0	0	1	
SGA	13297	19900		0	0	1	
SGA	13299	21798		0	0	1	
SGA	13299	19900		0	0	1	
SGA	13301	21798		0	0	1	
SGA	13301	19900		0	0	1	
SGA	13303	21798		0	0	1	
SGA	13303	19900		0	0	1	
SGA	13305	21798		0	0	1	
SGA	13305	19900		0	0	1	
SGA	13307	21798		0	0	1	
SGA	13307	19900		0	0	1	
SGA	13309	21798		0	0	1	
SGA	13309	19900		0	0	1	
SGA	13311	21798		0	0	1	
SGA	13311	19900		0	0	1	
SGA	13313	21798		0	0	1	
SGA	13313	19900		0	0	1	
SGA	13315	21798		0	0	1	
SGA	13315	19900		0	0	1	
SGA	13317	21798		0	0	1	
SGA	13317	19900		0	0	1	
SGA	13319	21798		0	0	1	
SGA	13319	19900		0	0	1	
SGA	13321	21798		0	0	1	
SGA	13321	19900		0	0	1	
